STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
NH        ,KEENE STATE COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/07/2024        
NJ        ,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART        ,PSE        ,Disability - Academic Adjustments        ,04/21/2016        
NJ        ,FELICIAN UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,03/30/2023        
NJ        ,MERCER COUNTY COMMUNITY COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,01/06/2022        
NJ        ,MERCER COUNTY COMMUNITY COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,01/06/2022        
NJ        ,NEW JERSEY CITY UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,02/01/2024        
NJ        ,NEW JERSEY CITY UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,02/01/2024        
NJ        ,NEW JERSEY INSTITUTE OF TECHNOLOGY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,04/22/2024        
NJ        ,NEW JERSEY INSTITUTE OF TECHNOLOGY        ,PSE        ,Title IX - Sexual Violence        ,06/10/2022        
NJ        ,MIDDLESEX COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,05/22/2024        
NJ        ,MIDDLESEX COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,05/22/2024        
NJ        ,MIDDLESEX COLLEGE        ,PSE        ,Title IX - Others        ,05/22/2024        
NJ        ,MIDDLESEX COLLEGE        ,PSE        ,Title IX - Retaliation        ,05/22/2024        
NJ        ,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART        ,PSE        ,Title IX - Gender Harassment        ,04/21/2016        
NJ        ,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART        ,PSE        ,Title IX - Retaliation        ,04/21/2016        
NJ        ,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART        ,PSE        ,Title IX - Sexual Harassment        ,04/21/2016        
NJ        ,WILLIAM PATERSON UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,09/28/2023        
NJ        ,WILLIAM PATERSON UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,09/28/2023        
NJ        ,SETON HALL UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,01/19/2021        
NJ        ,SUSSEX COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
NJ        ,SUSSEX COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
NJ        ,PRINCETON UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,04/03/2024        
NJ        ,RARITAN VALLEY COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,05/24/2023        
NJ        ,RARITAN VALLEY COMMUNITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,05/24/2023        
NJ        ,RARITAN VALLEY COMMUNITY COLLEGE        ,PSE        ,Disability - Retaliation        ,05/24/2023        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,03/23/2023        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,08/02/2023        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,02/05/2024        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,03/23/2023        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Disability - Retaliation        ,08/02/2023        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/19/2020        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,10/26/2011        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,06/19/2020        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,05/22/2024        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,02/13/2024        
NJ        ,RUTGERS UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,06/19/2020        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Age - Discrimination Prohibited        ,03/14/2023        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Age - Discrimination Prohibited        ,09/18/2024        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Disability - Academic Adjustments        ,08/30/2022        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Title VI - Denial of Benefits        ,08/30/2022        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Title VI - Denial of Benefits        ,03/14/2023        
NJ        ,RUTGERS UNIVERSITY - NEW BRUNSWICK        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,12/11/2023        
NJ        ,SALEM COMMUNITY COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,02/21/2024        
NJ        ,THOMAS EDISON STATE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,12/13/2023        
NJ        ,THOMAS EDISON STATE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,12/13/2023        
NM        ,EASTERN NEW MEXICO UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,06/12/2024        
NM        ,EASTERN NEW MEXICO UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Retaliation        ,06/12/2024        
NM        ,NEW MEXICO MILITARY INSTITUTE        ,PSE        ,Title VI - Retaliation        ,05/23/2024        
NM        ,NEW MEXICO STATE UNIVERSITY        ,PSE        ,Title IX - Athletics        ,05/13/2024        
NM        ,NEW MEXICO STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,07/14/2022        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,05/04/2023        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,02/01/2024        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Disability - Procedural Requirements        ,02/01/2024        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,05/04/2023        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,10/27/2022        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,02/01/2024        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,10/27/2022        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - Racial Harassment        ,02/09/2023        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - Retaliation        ,10/27/2022        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title VI - Retaliation        ,02/09/2023        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title IX - Athletics        ,04/24/2024        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title IX - Procedural Requirements        ,02/01/2024        
NM        ,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,10/12/2021        
NY        ,CANISIUS COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,05/10/2023        
NY        ,ADELPHI UNIVERSITY        ,PSE        ,Title IX - Athletics        ,08/05/2024        
NY        ,ADELPHI UNIVERSITY        ,PSE        ,Title IX - Others        ,08/05/2024        
NY        ,ALBERT EINSTEIN COLLEGE OF MEDICINE        ,PSE        ,Title VI - Denial of Benefits        ,03/08/2024        
NY        ,ALBERT EINSTEIN COLLEGE OF MEDICINE        ,PSE        ,Title IX - Denial of Benefits        ,03/08/2024        
NY        ,BARD COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,02/03/2020        
NY        ,BARNARD COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,12/29/2014        
NY        ,ERIE COMMUNITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,11/16/2022        
NY        ,ERIE COMMUNITY COLLEGE        ,PSE        ,Disability - Disability Harassment        ,11/16/2022        
NY        ,GENESEE COMMUNITY COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,03/15/2024        
NY        ,CANISIUS COLLEGE        ,PSE        ,Title IX - Retaliation        ,03/09/2023        
NY        ,CANISIUS COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,03/09/2023        
NY        ,ELMIRA COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,07/05/2013        
NY        ,ELMIRA COLLEGE        ,PSE        ,Title VI - Retaliation        ,07/05/2013        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Age - Discrimination Prohibited        ,11/08/2021        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Disability - Academic Adjustments        ,11/08/2021        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Disability - Denial of Benefits        ,11/08/2021        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Disability - Disability Harassment        ,11/08/2021        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Title VI - Denial of Benefits        ,11/08/2021        
NY        ,CULINARY INSTITUTE OF AMERICA        ,PSE        ,Title VI - Retaliation        ,11/08/2021        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,12/23/2022        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,08/22/2023        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,08/22/2023        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Disability - Disability Harassment        ,12/23/2022        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,12/23/2022        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,10/23/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,01/08/2015        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,07/30/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,02/06/2023        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,01/05/2021        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,08/26/2024        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,11/16/2023        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,04/29/2024        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,02/06/2023        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,05/26/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,05/26/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,12/02/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,04/02/2018        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,02/06/2023        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,08/26/2016        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,12/21/2016        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,01/26/2017        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,09/08/2022        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,05/26/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,12/02/2015        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,04/02/2018        
NY        ,CORNELL UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,05/01/2020        
NY        ,CUNY BARUCH COLLEGE        ,PSE        ,Title VI - Retaliation        ,12/23/2022        
NY        ,CUNY BRONX COMMUNITY COLLEGE        ,PSE        ,Disability - Accessibility        ,04/17/2014        
NY        ,CUNY BROOKLYN COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,11/28/2022        
NY        ,CUNY BROOKLYN COLLEGE        ,PSE        ,Title VI - Retaliation        ,11/28/2022        
NY        ,CUNY QUEENS COLLEGE        ,PSE        ,Disability - Accessibility        ,10/05/2023        
NY        ,CUNY SCHOOL OF LAW        ,PSE        ,Title IX - Retaliation        ,06/24/2019        
NY        ,CUNY SCHOOL OF LAW        ,PSE        ,Title IX - Sexual Violence        ,06/24/2019        
NY        ,D'YOUVILLE UNIVERSITY        ,PSE        ,Title IX - Athletics        ,08/07/2024        
NY        ,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI        ,PSE        ,Title IX - Sexual Violence        ,05/14/2024        
NY        ,HAMILTON COLLEGE        ,PSE        ,Title IX - Retaliation        ,11/14/2014        
NY        ,HAMILTON COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,11/14/2014        
NY        ,HAMILTON COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,11/14/2014        
NY        ,LONG ISLAND BEAUTY SCHOOL        ,PSE        ,Title IX - Sexual Harassment        ,12/23/2020        
NY        ,LONG ISLAND UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,11/07/2022        
NY        ,LONG ISLAND UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,11/07/2022        
NY        ,LONG ISLAND UNIVERSITY        ,PSE        ,Title IX - Athletics        ,06/20/2024        
NY        ,MANHATTAN COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,06/30/2023        
NY        ,MARIST COLLEGE        ,PSE        ,Title IX - Others        ,10/03/2024        
NY        ,HOFSTRA UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,05/12/2022        
NY        ,COLGATE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,10/07/2022        
NY        ,COLGATE UNIVERSITY        ,PSE        ,Disability - Treatment of Postsecondary Students        ,10/07/2022        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,10/31/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,10/31/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Disability - Others        ,11/25/2019        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Disability - Retaliation        ,10/31/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,10/31/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,07/22/2024        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,11/16/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,04/23/2024        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,05/02/2024        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,05/02/2024        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,10/31/2023        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,07/30/2015        
NY        ,COLUMBIA UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,07/22/2024        
NY        ,ONONDAGA COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,07/25/2022        
NY        ,NIAGARA UNIVERSITY        ,PSE        ,Disability - Discipline        ,05/29/2024        
NY        ,NIAGARA UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,05/29/2024        
NY        ,NIAGARA UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,05/29/2024        
NY        ,NEW YORK UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,03/06/2024        
NY        ,NEW YORK UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,06/09/2017        
NY        ,NEW YORK UNIVERSITY        ,PSE        ,Title IX - Gender Harassment        ,06/09/2017        
NY        ,NEW YORK UNIVERSITY SCHOOL OF MEDICINE        ,PSE        ,Title IX - Sexual Violence        ,07/16/2015        
NY        ,NEW YORK UNIVERSITY SCHOOL OF MEDICINE        ,PSE        ,Title IX - Sexual Violence        ,04/28/2017        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Disability - Others        ,09/01/2023        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Title VI - Denial of Benefits        ,06/20/2023        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Title IX - Denial of Benefits        ,09/26/2017        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Title IX - Denial of Benefits        ,06/20/2023        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Title IX - Retaliation        ,09/26/2017        
NY        ,PACIFIC COLLEGE OF HEALTH AND SCIENCE        ,PSE        ,Title VI - Denial of Benefits        ,09/22/2022        
NY        ,PACIFIC COLLEGE OF HEALTH AND SCIENCE        ,PSE        ,Title VI - Retaliation        ,09/22/2022        
NY        ,NEW YORK LAW SCHOOL        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/07/2022        
NY        ,NEW YORK UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/20/2023        
NY        ,PACE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,08/23/2023        
NY        ,PACE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,01/23/2024        
NY        ,PACE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,01/23/2024        
NY        ,PACE UNIVERSITY-NEW YORK        ,PSE        ,Disability - Academic Adjustments        ,09/01/2023        
NY        ,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,05/22/2015        
NY        ,PRATT INSTITUTE        ,PSE        ,Age - Discrimination Prohibited        ,06/24/2022        
NY        ,PRATT INSTITUTE        ,PSE        ,Title VI - Denial of Benefits        ,06/24/2022        
NY        ,PRATT INSTITUTE        ,PSE        ,Title IX - Denial of Benefits        ,06/24/2022        
NY        ,PRATT INSTITUTE        ,PSE        ,Title IX - Retaliation        ,06/24/2022        
NY        ,PRATT INSTITUTE        ,PSE        ,Title IX - Sexual Violence        ,08/26/2022        
NY        ,RENSSELAER POLYTECHNIC INSTITUTE        ,PSE        ,Title IX - Sexual Violence        ,09/13/2018        
NY        ,RENSSELAER POLYTECHNIC INSTITUTE        ,PSE        ,Title IX - Single Sex Campus Programs        ,01/15/2021        
NY        ,ROCHESTER INSTITUTE OF TECHNOLOGY        ,PSE        ,Title VI - Retaliation        ,06/23/2023        
NY        ,SUNY BROCKPORT        ,PSE        ,Title IX - Retaliation        ,02/16/2024        
NY        ,SUNY BROOKLYN EDUCATIONAL OPPORTUNITY CENTER        ,PSE        ,Title VI - Denial of Benefits        ,09/19/2024        
NY        ,SUNY BROOKLYN EDUCATIONAL OPPORTUNITY CENTER        ,PSE        ,Title IX - Denial of Benefits        ,09/19/2024        
NY        ,SUNY COLLEGE AT NEW PALTZ        ,PSE        ,Disability - Others        ,03/15/2024        
NY        ,SUNY COLLEGE AT NEW PALTZ        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,06/06/2023        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title VI - Denial of Benefits        ,06/30/2017        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title VI - Racial Harassment        ,08/11/2016        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title IX - Retaliation        ,08/11/2016        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title IX - Sexual Harassment        ,08/11/2016        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title IX - Sexual Harassment        ,06/30/2017        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title IX - Sexual Violence        ,06/22/2016        
NY        ,SUNY COLLEGE AT POTSDAM        ,PSE        ,Title IX - Sexual Violence        ,06/30/2017        
NY        ,SUNY COLLEGE AT PURCHASE        ,PSE        ,Title IX - Sexual Violence        ,04/07/2023        
NY        ,SUNY MONROE COMMUNITY COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,04/27/2016        
NY        ,SUNY ROCKLAND COMMUNITY COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,03/04/2024        
NY        ,SUNY ROCKLAND COMMUNITY COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,04/04/2024        
NY        ,ST. JOHN'S UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,02/03/2016        
NY        ,ST. JOHN'S UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,02/03/2016        
NY        ,ST. JOHN'S UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,05/27/2015        
NY        ,SUFFOLK COUNTY COMMUNITY COLLEGE-EASTERN CAMPUS        ,PSE        ,Disability - Denial of Benefits        ,04/15/2022        
NY        ,SARAH LAWRENCE COLLEGE        ,PSE        ,Title IX - Retaliation        ,07/10/2018        
NY        ,SARAH LAWRENCE COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,07/10/2018        
NY        ,SCHOOL OF VISUAL ARTS        ,PSE        ,Disability - Academic Adjustments        ,05/12/2023        
NY        ,SCHOOL OF VISUAL ARTS        ,PSE        ,Disability - Denial of Benefits        ,05/12/2023        
NY        ,SCHOOL OF VISUAL ARTS        ,PSE        ,Title IX - Denial of Benefits        ,05/12/2023        
NY        ,ST LAWRENCE UNIVERSITY        ,PSE        ,Disability - Accessibility        ,01/05/2022        
NY        ,ST LAWRENCE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,08/30/2018        
NY        ,ST. FRANCIS COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,05/02/2023        
NY        ,ST. FRANCIS COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,05/02/2023        
NY        ,ST. FRANCIS COLLEGE        ,PSE        ,Title VI - Retaliation        ,05/02/2023        
NY        ,ST. FRANCIS COLLEGE        ,PSE        ,Title IX - Retaliation        ,05/02/2023        
NY        ,ST. FRANCIS COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,05/02/2023        
NY        ,SKIDMORE COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,02/26/2019        
NY        ,SKIDMORE COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,03/22/2018        
NY        ,SKIDMORE COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,02/26/2019        
NY        ,SKIDMORE COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,01/28/2016        
NY        ,SKIDMORE COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,02/26/2019        
NY        ,SUNY AT CANTON        ,PSE        ,Title IX - Retaliation        ,01/21/2016        
NY        ,SUNY AT CANTON        ,PSE        ,Title IX - Sexual Harassment        ,01/21/2016        
NY        ,SUNY AT DELHI        ,PSE        ,Disability - Academic Adjustments        ,07/25/2016        
NY        ,SUNY AT DELHI        ,PSE        ,Disability - Denial of Benefits        ,07/25/2016        
NY        ,SUNY AT DELHI        ,PSE        ,Disability - Others        ,07/25/2016        
NY        ,SUNY AT FREDONIA        ,PSE        ,Title VI - Denial of Benefits        ,06/29/2022        
NY        ,SUNY AT FREDONIA        ,PSE        ,Title IX - Sexual Violence        ,06/29/2022        
NY        ,SUNY AT STONY BROOK UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,09/27/2022        
NY        ,SUNY AT STONY BROOK UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,04/22/2022        
NY        ,SUNY AT STONY BROOK UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,09/27/2022        
NY        ,SUNY BINGHAMTON UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,08/16/2022        
NY        ,SUNY BINGHAMTON UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/29/2024        
NY        ,SUNY BINGHAMTON UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,08/16/2022        
NY        ,SUNY BINGHAMTON UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,08/16/2022        
NY        ,SUNY BROCKPORT        ,PSE        ,Disability - Denial of Benefits        ,02/16/2024        
NY        ,SUNY BROCKPORT        ,PSE        ,Disability - Retaliation        ,02/16/2024        
NY        ,SUNY BROCKPORT        ,PSE        ,Title IX - Denial of Benefits        ,02/16/2024        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,02/20/2024        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,02/20/2024        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,03/08/2022        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Title VI - Others        ,11/03/2020        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,03/08/2022        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,11/03/2020        
NY        ,SUNY AT ALBANY UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,11/03/2020        
NY        ,SUNY AT CANTON        ,PSE        ,Disability - Disability Harassment        ,01/21/2016        
NY        ,SUNY AT CANTON        ,PSE        ,Disability - Others        ,01/21/2016        
NY        ,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN        ,PSE        ,Disability - Academic Adjustments        ,05/17/2016        
NY        ,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN        ,PSE        ,Disability - Academic Adjustments        ,08/18/2023        
NY        ,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN        ,PSE        ,Title IX - Sexual Harassment        ,05/17/2016        
NY        ,THE NEW SCHOOL UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,02/06/2024        
NY        ,THE NEW SCHOOL UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,06/02/2023        
NY        ,THE NEW SCHOOL UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,06/02/2023        
NY        ,THE NEW SCHOOL UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,06/02/2023        
NY        ,TOURO COLLEGE OF OSTEOPATHIC MEDICINE        ,PSE        ,Title VI - Racial Harassment        ,09/21/2016        
NY        ,TOURO COLLEGE OF OSTEOPATHIC MEDICINE        ,PSE        ,Title IX - Sexual Harassment        ,09/21/2016        
NY        ,UNION COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,12/05/2023        
NY        ,UNION COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,09/16/2015        
NY        ,UNIVERSITY OF MOUNT SAINT VINCENT        ,PSE        ,Disability - Accessibility        ,10/25/2019        
NY        ,UNIVERSITY OF MOUNT SAINT VINCENT        ,PSE        ,Disability - Denial of Benefits        ,10/25/2019        
