STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
NY        ,UNIVERSITY OF MOUNT SAINT VINCENT        ,PSE        ,Disability - Treatment of Postsecondary Students        ,10/25/2019        
NY        ,UNIVERSITY OF ROCHESTER        ,PSE        ,Disability - Academic Adjustments        ,07/19/2024        
NY        ,UTICA UNIVERSITY        ,PSE        ,Title IX - Athletics        ,09/08/2023        
NY        ,VALLEY CENTRAL SCHOOL DISTRICT        ,PSE        ,Title VI - Denial of Benefits        ,06/15/2023        
NY        ,VALLEY CENTRAL SCHOOL DISTRICT        ,PSE        ,Title IX - Retaliation        ,06/15/2023        
NY        ,VILLA MARIA COLLEGE        ,PSE        ,Title IX - Retaliation        ,05/05/2020        
NY        ,VILLA MARIA COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,05/05/2020        
NY        ,SUNY UNIVERSITY AT BUFFALO        ,PSE        ,Title IX - Others        ,07/23/2020        
NY        ,SUNY UNIVERSITY AT BUFFALO        ,PSE        ,Title IX - Sexual Violence        ,06/20/2024        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,06/07/2023        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Disability - Discipline        ,03/20/2023        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/07/2023        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,08/26/2022        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,06/07/2023        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,08/26/2022        
NY        ,SYRACUSE UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,08/26/2022        
NY        ,THE COLLEGE BOARD        ,PSE        ,Disability - Academic Adjustments        ,02/16/2024        
OH        ,CAPITAL UNIVERSITY        ,PSE        ,Title IX - Others        ,08/09/2023        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,02/03/2020        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Disability - Others        ,02/09/2023        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,07/23/2021        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Others        ,12/30/2021        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Others        ,08/05/2024        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,05/26/2022        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,05/26/2022        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,01/19/2021        
OH        ,BLUFFTON UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,08/24/2022        
OH        ,BOWLING GREEN STATE UNIVERSITY-FIRELANDS        ,PSE        ,Disability - Academic Adjustments        ,11/21/2022        
OH        ,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Denial of Benefits        ,03/05/2020        
OH        ,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Procedural Requirements        ,09/28/2017        
OH        ,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Retaliation        ,09/28/2017        
OH        ,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,09/28/2017        
OH        ,BRYANT AND STRATTON COLLEGE - SOLON        ,PSE        ,Title VI - Denial of Benefits        ,11/29/2021        
OH        ,BRYANT AND STRATTON COLLEGE - SOLON        ,PSE        ,Title VI - Racial Harassment        ,11/29/2021        
OH        ,BALDWIN WALLACE UNIVERSITY        ,PSE        ,Disability - Disability Harassment        ,02/11/2022        
OH        ,BALDWIN WALLACE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,02/11/2022        
OH        ,BALDWIN WALLACE UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,02/11/2022        
OH        ,COLUMBUS STATE COMMUNITY COLLEGE        ,PSE        ,Disability - Procedural Requirements        ,12/01/2022        
OH        ,COLUMBUS STATE COMMUNITY COLLEGE        ,PSE        ,Disability - Procedural Requirements        ,08/28/2023        
OH        ,COLUMBUS STATE COMMUNITY COLLEGE        ,PSE        ,Disability - Retaliation        ,08/28/2023        
OH        ,COLUMBUS STATE COMMUNITY COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,03/04/2020        
OH        ,COLUMBUS STATE COMMUNITY COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,04/20/2020        
OH        ,CLEVELAND STATE UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,08/31/2015        
OH        ,CLEVELAND STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,08/31/2015        
OH        ,COLLEGE OF WOOSTER        ,PSE        ,Title IX - Denial of Benefits        ,01/19/2021        
OH        ,COLLEGE OF WOOSTER        ,PSE        ,Title IX - Procedural Requirements        ,11/17/2017        
OH        ,COLLEGE OF WOOSTER        ,PSE        ,Title IX - Sexual Violence        ,11/17/2017        
OH        ,CLEVELAND INSTITUTE OF ART        ,PSE        ,Disability - Academic Adjustments        ,04/06/2022        
OH        ,CLEVELAND INSTITUTE OF ART        ,PSE        ,Disability - Denial of Benefits        ,04/06/2022        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/30/2021        
OH        ,CASE WESTERN RESERVE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,01/19/2021        
OH        ,CUYAHOGA COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,06/08/2022        
OH        ,CUYAHOGA COMMUNITY COLLEGE        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
OH        ,CUYAHOGA COMMUNITY COLLEGE        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
OH        ,CUYAHOGA COMMUNITY COLLEGE        ,PSE        ,Title VI - Retaliation        ,06/08/2022        
OH        ,DENISON UNIVERSITY        ,PSE        ,Disability - Disability Harassment        ,04/18/2017        
OH        ,DENISON UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,12/11/2015        
OH        ,DENISON UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,04/18/2017        
OH        ,DENISON UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,08/06/2024        
OH        ,DENISON UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,08/06/2024        
OH        ,HONDROS COLLEGE OF NURSING - WESTERVILLE        ,PSE        ,Age - Discrimination Prohibited        ,07/14/2023        
OH        ,HONDROS COLLEGE OF NURSING - WESTERVILLE        ,PSE        ,Title VI - Others        ,07/14/2023        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,12/01/2022        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Disability - Others        ,09/27/2024        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Disability - Procedural Requirements        ,12/01/2022        
OH        ,GODS BIBLE SCHOOL AND COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,08/03/2017        
OH        ,LORAIN COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,07/03/2023        
OH        ,LOURDES UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,03/18/2024        
OH        ,HEIDELBERG COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,06/11/2024        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,06/07/2023        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,10/06/2020        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,11/06/2015        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,11/06/2015        
OH        ,KENT STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,10/06/2020        
OH        ,LAKELAND COMMUNITY COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,11/03/2020        
OH        ,FELBRY COLLEGE SCHOOL OF NURSING        ,PSE        ,Title VI - Denial of Benefits        ,03/11/2024        
OH        ,FELBRY COLLEGE SCHOOL OF NURSING        ,PSE        ,Title VI - Retaliation        ,03/11/2024        
OH        ,MARIETTA COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,02/27/2019        
OH        ,MARIETTA COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,02/04/2022        
OH        ,MARIETTA COLLEGE        ,PSE        ,Title IX - Retaliation        ,02/04/2022        
OH        ,MARIETTA COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,02/27/2019        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Procedural Requirements        ,11/03/2016        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Procedural Requirements        ,06/09/2017        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,07/11/2024        
OH        ,FRANKLIN UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,07/11/2024        
OH        ,STARK STATE COLLEGE        ,PSE        ,Disability - Admissions and Recruitment        ,03/31/2022        
OH        ,STARK STATE COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,03/31/2022        
OH        ,STARK STATE COLLEGE        ,PSE        ,Disability - Service Animal        ,03/31/2022        
OH        ,STARK STATE COLLEGE        ,PSE        ,Disability - Treatment of Postsecondary Students        ,03/31/2022        
OH        ,MOUNT CARMEL COLLEGE OF NURSING        ,PSE        ,Title VI - Denial of Benefits        ,07/24/2023        
OH        ,MOUNT SAINT JOSEPH UNIVERSITY        ,PSE        ,Title VI - Admissions        ,08/06/2024        
OH        ,MOUNT SAINT JOSEPH UNIVERSITY        ,PSE        ,Title VI - Others        ,08/06/2024        
OH        ,MOUNT SAINT JOSEPH UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,08/06/2024        
OH        ,MOUNT SAINT JOSEPH UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,08/06/2024        
OH        ,OBERLIN COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,09/29/2023        
OH        ,OBERLIN COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,06/29/2023        
OH        ,OBERLIN COLLEGE        ,PSE        ,Title IX - Others        ,06/29/2023        
OH        ,OHIO STATE SCHOOL OF COSMETOLOGY        ,PSE        ,Title IX - Retaliation        ,09/08/2022        
OH        ,OHIO UNIVERSITY HERITAGE COLLEGE OF OSTEOPATHIC MED        ,PSE        ,Title VI - Denial of Benefits        ,05/09/2023        
OH        ,OHIO UNIVERSITY-CHILLICOTHE BRANCH        ,PSE        ,Title VI - Racial Harassment        ,01/29/2019        
OH        ,OWENS COMMUNITY COLLEGE-FINDLAY CAMPUS        ,PSE        ,Disability - Retaliation        ,02/10/2023        
OH        ,OWENS COMMUNITY COLLEGE-FINDLAY CAMPUS        ,PSE        ,Title IX - Denial of Benefits        ,02/10/2023        
OH        ,PONTIFICAL COLLEGE JOSEPHINUM        ,PSE        ,Title IX - Procedural Requirements        ,07/19/2018        
OH        ,PONTIFICAL COLLEGE JOSEPHINUM        ,PSE        ,Title IX - Retaliation        ,07/19/2018        
OH        ,PONTIFICAL COLLEGE JOSEPHINUM        ,PSE        ,Title IX - Sexual Violence        ,07/19/2018        
OH        ,NORTH CENTRAL STATE COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,06/12/2024        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Procedural Requirements        ,06/09/2017        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Retaliation        ,06/09/2017        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Sexual Violence        ,11/03/2016        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Sexual Violence        ,06/09/2017        
OH        ,MIAMI UNIVERSITY-OXFORD        ,PSE        ,Title IX - Sexual Violence        ,06/09/2017        
OH        ,URSULINE COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,08/27/2021        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Age - Discrimination Prohibited        ,07/10/2024        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Accessibility        ,10/02/2023        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Others        ,07/22/2024        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,07/10/2024        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/16/2024        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Others        ,06/24/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Denial of Benefits        ,07/10/2024        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Others        ,06/24/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Procedural Requirements        ,08/30/2021        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Procedural Requirements        ,05/09/2023        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Retaliation        ,04/25/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Retaliation        ,05/10/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,04/25/2022        
OH        ,WRIGHT STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Racial Harassment        ,11/23/2022        
OH        ,YOUNGSTOWN STATE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,02/22/2022        
OH        ,YOUNGSTOWN STATE UNIVERSITY        ,PSE        ,Disability - Treatment of Postsecondary Students        ,02/22/2022        
OH        ,YOUNGSTOWN STATE UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,04/09/2024        
OH        ,YOUNGSTOWN STATE UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,09/23/2020        
OH        ,YOUNGSTOWN STATE UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,02/22/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,08/04/2023        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,08/12/2015        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,05/10/2022        
OH        ,THE OHIO STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,05/18/2020        
OH        ,WRIGHT STATE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,02/02/2024        
